Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
172,Entry long,2021-01-28 09:15,ORB Long B (3c) S:79 H:25 T1:Round T2:Weekly High,13266.5,3,79599,-300,-0.38,73.5,0.09,-300,-0.38,10691.5,1.07
173,Exit long,2021-01-28 11:05,L-TP1,13335,3,79642.5,367.5,0.46,367.5,0.46,-118.5,-0.15,11059,1.11
173,Entry long,2021-01-28 09:45,ORB Long B (3c) S:75 H:25 T1:Round T2:Weekly High,13273.75,3,79642.5,367.5,0.46,367.5,0.46,-118.5,-0.15,11059,1.11
174,Exit long,2021-01-29 09:35,L-TP1,13097.25,3,78883.5,-300,-0.38,58.5,0.07,-300,-0.38,10759,1.08
174,Entry long,2021-01-29 09:20,ORB Long B (3c) S:75 H:25 T1:Round T2:Round,13147.25,3,78883.5,-300,-0.38,58.5,0.07,-300,-0.38,10759,1.08
175,Exit long,2021-02-02 11:10,L-TP1,13468.75,4,107318,432,0.40,432,0.40,-392,-0.37,11191,1.12
175,Entry long,2021-02-02 08:45,ORB Long B+ (4c) S:84 H:30 T1:CTF S&R T2:Weekly High+Round,13414.75,4,107318,432,0.40,432,0.40,-392,-0.37,11191,1.12
176,Exit short,2021-02-03 09:25,S-TP1,13395.5,2,53836,254,0.47,254,0.47,-71,-0.13,11445,1.14
176,Entry short,2021-02-03 09:10,ORB Short B (2c) S:73 H:0 T1:FVG T2:CTF S&R,13459,2,53836,254,0.47,254,0.47,-71,-0.13,11445,1.14
177,Exit short,2021-02-03 14:15,S-TP1,13419.75,2,53839,160,0.30,160,0.30,-147,-0.27,11605,1.16
177,Entry short,2021-02-03 11:30,ORB Short C+ (2c) S:66 H:0 T1:CTF S&R T2:CTF S&R,13459.75,2,53839,160,0.30,160,0.30,-147,-0.27,11605,1.16
178,Exit long,2021-02-04 14:55,L-TP1,13535,4,107894,386,0.36,386,0.36,-42,-0.04,11991,1.20
178,Entry long,2021-02-04 12:00,ORB Long B+ (4c) S:82 H:30 T1:Round T2:Weekly High+Round,13486.75,4,107894,386,0.36,386,0.36,-42,-0.04,11991,1.20
179,Exit short,2021-02-05 11:20,S-TP1,13596.25,2,54156,-229,-0.42,79,0.15,-229,-0.42,11762,1.18
179,Entry short,2021-02-05 08:55,ORB Short C (2c) S:61 H:0 T1:FVG T2:PDL,13539,2,54156,-229,-0.42,79,0.15,-229,-0.42,11762,1.18
180,Exit short,2021-02-10 09:20,S-TP1,13663,3,82218,240,0.29,240,0.29,-12,-0.01,12002,1.20
180,Entry short,2021-02-10 09:10,ORB Short B (3c) S:73 H:0 T1:FVG+Round T2:CTF S&R (2x),13703,3,82218,240,0.29,240,0.29,-12,-0.01,12002,1.20
181,Exit long,2021-02-12 10:30,L-TP1,13747,3,82242,240,0.29,240,0.29,-256.5,-0.31,12242,1.22
181,Entry long,2021-02-12 09:10,ORB Long B (3c) S:75 H:30 T1:CTF S&R T2:Round,13707,3,82242,240,0.29,240,0.29,-256.5,-0.31,12242,1.22
182,Exit long,2021-02-16 09:55,L-TP1,13813.75,2,55455,-200,-0.36,47,0.08,-200,-0.36,12042,1.20
182,Entry long,2021-02-16 09:25,ORB Long C+ (2c) S:66 H:30 T1:Round T2:Round,13863.75,2,55455,-200,-0.36,47,0.08,-200,-0.36,12042,1.20
183,Exit long,2021-02-17 15:55,EOD Close,13699,3,82027.5,166.5,0.20,237,0.29,-195,-0.24,12208.5,1.22
183,Entry long,2021-02-17 13:00,ORB Long B (3c) S:75 H:25 T1:FVG T2:Weekly High,13671.25,3,82027.5,166.5,0.20,237,0.29,-195,-0.24,12208.5,1.22
184,Exit long,2021-02-18 13:00,L-TP1,13615.25,4,108602,320,0.29,320,0.29,-14,-0.01,12528.5,1.25
184,Entry long,2021-02-18 12:15,ORB Long A (4c) S:89 H:25 T1:FVG T2:CTF S&R (2x),13575.25,4,108602,320,0.29,320,0.29,-14,-0.01,12528.5,1.25
185,Exit short,2021-02-24 09:15,S-TP1,13033.25,3,77859,-340.5,-0.44,111,0.14,-340.5,-0.44,12188,1.22
185,Entry short,2021-02-24 09:00,ORB Short B+ (3c) S:84 H:30 T1:Round T2:Round,12976.5,3,77859,-340.5,-0.44,111,0.14,-340.5,-0.44,12188,1.22
186,Exit short,2021-02-25 09:35,S-TP1,13115,3,79027.5,337.5,0.43,337.5,0.43,-216,-0.27,12525.5,1.25
186,Entry short,2021-02-25 09:00,ORB Short A+ (3c) S:105 H:30 T1:Round T2:CTF S&R,13171.25,3,79027.5,337.5,0.43,337.5,0.43,-216,-0.27,12525.5,1.25
187,Exit short,2021-03-02 10:20,S-TP1,13115,3,79147.5,457.5,0.58,457.5,0.58,-343.5,-0.43,12983,1.30
187,Entry short,2021-03-02 08:45,ORB Short A+ (3c) S:98 H:25 T1:Round T2:CTF S&R (2x),13191.25,3,79147.5,457.5,0.58,457.5,0.58,-343.5,-0.43,12983,1.30
188,Exit short,2021-03-02 14:20,S-TP1,13115,4,105518,598,0.57,598,0.57,-132,-0.13,13581,1.36
188,Entry short,2021-03-02 12:50,ORB Short A (4c) S:89 H:25 T1:Round T2:CTF S&R (2x),13189.75,4,105518,598,0.57,598,0.57,-132,-0.13,13581,1.36
189,Exit short,2021-03-03 11:55,S-TP1,12815,3,77428.5,538.5,0.70,538.5,0.70,-393,-0.51,14119.5,1.41
189,Entry short,2021-03-03 08:55,ORB Short A (3c) S:89 H:30 T1:Round T2:HTF S&R (33x),12904.75,3,77428.5,538.5,0.70,538.5,0.70,-393,-0.51,14119.5,1.41
190,Exit short,2021-03-04 09:05,S-TP1,12526,2,50459,355,0.70,355,0.70,-109,-0.22,14474.5,1.45
190,Entry short,2021-03-04 08:45,ORB Short A (2c) S:89 H:30 T1:CTF S&R T2:HTF S&R (48x),12614.75,2,50459,355,0.70,355,0.70,-109,-0.22,14474.5,1.45
191,Exit short,2021-03-04 11:45,S-TP1,12526,2,50489,385,0.76,385,0.76,-16,-0.03,14859.5,1.49
191,Entry short,2021-03-04 11:20,ORB Short A (2c) S:87 H:30 T1:CTF S&R T2:2R ORB,12622.25,2,50489,385,0.76,385,0.76,-16,-0.03,14859.5,1.49
192,Exit short,2021-03-05 09:30,S-TP1,12321.25,2,49762,477,0.96,477,0.96,-210,-0.42,15336.5,1.53
192,Entry short,2021-03-05 08:45,ORB Short A (2c) S:91 H:30 T1:PDL T2:Round,12440.5,2,49762,477,0.96,477,0.96,-210,-0.42,15336.5,1.53
193,Exit short,2021-03-08 12:55,S-TP1,12421.5,2,50033,347,0.69,347,0.69,-320,-0.64,15683.5,1.57
193,Entry short,2021-03-08 10:55,ORB Short B+ (2c) S:80 H:30 T1:FVG T2:CTF S&R,12508.25,2,50033,347,0.69,347,0.69,-320,-0.64,15683.5,1.57
194,Exit short,2021-03-11 09:45,S-TP1,13007.75,2,51693,-338,-0.65,39,0.08,-338,-0.65,15345.5,1.53
194,Entry short,2021-03-11 09:15,ORB Short B (2c) S:79 H:25 T1:FVG T2:HTF S&R (33x),12923.25,2,51693,-338,-0.65,39,0.08,-338,-0.65,15345.5,1.53
195,Exit short,2021-03-12 11:05,S-TP1,12879.5,2,51148,-370,-0.72,77,0.15,-370,-0.72,14975.5,1.50
